date_parsed,program_title,station,top3_nonconf_min,all_nonconf_min,news_pressure_uncorrected,news_pressure_corrected,conflict_any,conflict_total_min,n_stories
2000-01-17,ABC Evening News,ABC,6.833333333333333,27.5,6.833333333333333,7.454545454545454,1.0,0.3333333333333333,18.0
2000-01-17,CBS Evening News,CBS,3.5,28.16666666666667,3.5,3.7278106508875735,1.0,0.5,24.0
2000-01-18,ABC Evening News,ABC,7.166666666666666,27.666666666666664,7.166666666666666,7.771084337349397,0.0,0.0,22.0
2000-01-18,CBS Evening News,CBS,5.833333333333333,28.166666666666668,5.833333333333333,6.213017751479289,0.0,0.0,20.0
2000-01-19,ABC Evening News,ABC,3.5000000000000004,27.833333333333332,3.5000000000000004,3.77245508982036,0.0,0.0,20.0
2000-01-19,CBS Evening News,CBS,5.5,28.666666666666668,5.5,5.755813953488372,0.0,0.0,25.0
2000-01-20,ABC Evening News,ABC,4.5,27.666666666666664,4.5,4.879518072289157,0.0,0.0,20.0
2000-01-20,CBS Evening News,CBS,4.333333333333333,28.16666666666667,4.333333333333333,4.615384615384615,0.0,0.0,21.0
2000-01-21,ABC Evening News,ABC,2.9999999999999996,28.333333333333332,2.9999999999999996,3.176470588235294,0.0,0.0,16.0
2000-01-21,CBS Evening News,CBS,8.833333333333332,27.833333333333336,8.833333333333332,9.520958083832333,0.0,0.0,20.0
2000-01-22,ABC Evening News,ABC,4.833333333333333,28.333333333333332,4.833333333333333,5.11764705882353,0.0,0.0,18.0
2000-01-22,CBS Evening News,CBS,6.5,27.166666666666668,6.5,7.177914110429447,0.0,0.0,21.0
2000-01-23,ABC Evening News,ABC,7.333333333333334,24.666666666666668,7.333333333333334,8.91891891891892,1.0,2.1666666666666665,20.0
2000-01-23,CBS Evening News,CBS,7.333333333333334,28.0,7.333333333333334,7.8571428571428585,0.0,0.0,20.0
2000-01-24,ABC Evening News,ABC,10.333333333333334,27.5,10.333333333333334,11.272727272727273,0.0,0.0,18.0
2000-01-24,CBS Evening News,CBS,3.666666666666667,28.833333333333332,3.666666666666667,3.8150289017341046,0.0,0.0,23.0
2000-01-25,ABC Evening News,ABC,5.666666666666667,27.5,5.666666666666667,6.181818181818182,0.0,0.0,21.0
2000-01-25,CBS Evening News,CBS,6.0,28.000000000000004,6.0,6.428571428571428,0.0,0.0,20.0
2000-01-26,ABC Evening News,ABC,5.5,27.666666666666668,5.5,5.9638554216867465,0.0,0.0,19.0
2000-01-26,CBS Evening News,CBS,6.5,28.333333333333336,6.5,6.88235294117647,0.0,0.0,20.0
2000-01-27,ABC Evening News,ABC,8.0,27.833333333333336,8.0,8.622754491017963,0.0,0.0,18.0
2000-01-27,CBS Evening News,CBS,7.333333333333334,28.000000000000004,7.333333333333334,7.857142857142857,0.0,0.0,22.0
2000-01-28,ABC Evening News,ABC,7.833333333333334,27.5,7.833333333333334,8.545454545454547,1.0,0.16666666666666666,19.0
2000-01-28,CBS Evening News,CBS,4.833333333333333,27.666666666666664,4.833333333333333,5.240963855421687,1.0,0.5,22.0
2000-01-30,CBS Evening News,CBS,4.5,12.833333333333332,4.5,10.51948051948052,0.0,0.0,9.0
2000-01-31,ABC Evening News,ABC,7.166666666666667,27.833333333333336,7.166666666666667,7.724550898203592,0.0,0.0,18.0
2000-01-31,CBS Evening News,CBS,9.666666666666668,27.66666666666667,9.666666666666668,10.481927710843374,1.0,0.3333333333333333,22.0
2000-03-01,ABC Evening News,ABC,3.1666666666666665,27.833333333333336,3.1666666666666665,3.4131736526946104,0.0,0.0,18.0
2000-03-01,CBS Evening News,CBS,5.833333333333334,28.833333333333336,5.833333333333334,6.069364161849712,0.0,0.0,19.0
2000-03-02,ABC Evening News,ABC,6.5,27.833333333333336,6.5,7.005988023952095,0.0,0.0,22.0
2000-03-02,CBS Evening News,CBS,8.166666666666666,28.333333333333332,8.166666666666666,8.647058823529411,0.0,0.0,20.0
2000-03-03,ABC Evening News,ABC,6.833333333333333,27.5,6.833333333333333,7.454545454545454,0.0,0.0,17.0
2000-03-03,CBS Evening News,CBS,6.333333333333334,28.333333333333336,6.333333333333334,6.705882352941177,0.0,0.0,23.0
2000-03-04,ABC Evening News,ABC,7.166666666666667,28.150000000000002,7.166666666666667,7.637655417406749,0.0,0.0,23.0
2000-03-05,ABC Evening News,ABC,7.833333333333333,27.666666666666668,7.833333333333333,8.493975903614457,1.0,0.3333333333333333,21.0
2000-03-05,CBS Evening News,CBS,3.666666666666667,28.333333333333336,3.666666666666667,3.8823529411764706,0.0,0.0,20.0
2000-03-06,ABC Evening News,ABC,7.666666666666667,27.333333333333332,7.666666666666667,8.414634146341463,1.0,0.3333333333333333,19.0
2000-03-06,CBS Evening News,CBS,9.166666666666668,28.333333333333336,9.166666666666668,9.705882352941178,0.0,0.0,20.0
2000-03-07,ABC Evening News,ABC,9.833333333333334,28.0,9.833333333333334,10.535714285714286,0.0,0.0,17.0
2000-03-07,CBS Evening News,CBS,4.166666666666666,28.16666666666667,4.166666666666666,4.437869822485206,0.0,0.0,20.0
2000-03-08,ABC Evening News,ABC,5.666666666666667,27.666666666666668,5.666666666666667,6.144578313253012,0.0,0.0,22.0
2000-03-08,CBS Evening News,CBS,7.833333333333333,28.333333333333332,7.833333333333333,8.294117647058824,0.0,0.0,21.0
2000-03-09,ABC Evening News,ABC,6.166666666666666,27.5,6.166666666666666,6.727272727272727,0.0,0.0,21.0
2000-03-09,CBS Evening News,CBS,6.0,28.166666666666668,6.0,6.390532544378698,0.0,0.0,20.0
2000-03-10,ABC Evening News,ABC,5.333333333333334,1467.6999999999998,5.333333333333334,0.10901410369966617,0.0,0.0,20.0
